CaseId,Evaluation
200721,0.9942812
200722,0.97937036
200723,0.97937036
200724,0.99323446
200725,0.9506956
200726,0.79141587
200727,0.9990675
200728,0.9788377
200729,0.9990675
200730,0.62049496
200731,0.999995
200732,0.9753166
200733,0.62049496
200734,0.94345963
200735,0.98835117
200736,0.10533425
200737,0.8898822
200738,0.99968493
200739,0.20660433
200740,0.7786126
200741,0.084185496
200742,0.98941565
200743,0.9968925
200744,0.9998319
200745,0.222152
200746,0.99282724
200747,0.9875502
200748,0.4563832
200749,0.95772624
200750,0.98959714
200751,0.89703095
200752,0.28865838
200753,0.98597205
200754,0.8762473
200755,0.9873218
200756,0.9991806
200757,0.3074975
200758,0.9884774
200759,0.99939823
200760,0.9997068
200761,0.99738425
200762,0.44339633
200763,0.99130005
200764,0.99275017
200765,0.9894851
200766,0.98418796
200767,0.9313444
200768,0.92819625
200769,0.99962115
200770,0.988867
200771,0.99226284
200772,0.8105117
200773,0.21648464
200774,0.9656741
200775,0.96897405
200776,0.99972755
200777,0.9971802
200778,0.9923953
200779,0.9991806
200780,0.99591583
200781,0.9616745
200782,0.8426322
200783,0.990812
200784,0.9973701
200785,0.9993436
200786,0.99970263
200787,0.9924017
200788,0.99095213
200789,0.999728
200790,0.99884987
200791,0.8364205
200792,0.27548444
200793,0.99887115
200794,0.992792
200795,0.97970426
200796,0.72784585
200797,0.9797305
200798,0.9984749
200799,0.9968033
200800,0.98654944
200801,0.99887115
200802,0.9139305
200803,0.987543
200804,0.87437916
200805,0.99936634
200806,0.99211955
200807,0.8762473
200808,0.7469544
200809,0.96088326
200810,0.9991806
200811,0.93672705
200812,0.9972178
200813,0.9985096
200814,0.89764017
200815,0.9473101
200816,0.97253644
200817,0.9985096
200818,0.98962796
200819,0.9997068
200820,0.9985096
200821,0.9981206
200822,0.983094
200823,0.04746611
200824,0.8364205
200825,0.9356923
200826,0.99195707
200827,0.99278957
200828,0.9895538
200829,0.9989428
200830,0.15027162
200831,0.98409545
200832,0.8762473
200833,0.9294955
200834,0.7760413
200835,0.99874145
200836,0.9651308
200837,0.999592
200838,0.92609596
200839,0.20540221
200840,0.97293425
200841,0.99673516
200842,0.99692315
200843,0.988867
200844,0.9992568
200845,0.7619967
200846,0.8740187
200847,0.40582868
200848,0.7088803
200849,0.8961406
200850,0.99094415
200851,0.949727
200852,0.9993773
200853,0.9996086
200854,0.99959344
200855,0.9224997
200856,0.99910766
200857,0.2054541
200858,0.8969502
200859,0.87437916
200860,0.084781535
200861,0.9848876
200862,0.9999027
200863,0.907747
200864,0.30044255
200865,0.30312443
200866,0.9827439
200867,0.97876316
200868,0.89703095
200869,0.96688354
200870,0.6435213
200871,0.9988009
200872,0.5836309
200873,0.98259324
200874,0.5256225
200875,0.4387787
200876,0.99945945
200877,0.08233185
200878,0.9994553
200879,0.7020808
200880,0.999592
200881,0.9641623
200882,0.9755249
200883,0.99939823
200884,0.9934302
200885,0.9617133
200886,0.94087034
200887,0.9224997
200888,0.9605189
200889,0.986173
200890,0.999368
200891,0.9642231
200892,0.9969099
200893,0.76070017
200894,0.057894025
200895,0.9964761
200896,0.86806333
200897,0.99887854
200898,0.9397221
200899,0.96897405
200900,0.9227679
200901,0.98685837
200902,0.9878176
200903,0.99996495
200904,0.8762473
200905,0.9991806
200906,0.983094
200907,0.8762473
200908,0.9985096
200909,0.92420155
200910,0.9991806
200911,0.9163425
200912,0.9991806
200913,0.9353597
200914,0.68607324
200915,0.99173146
200916,0.9992568
200917,0.043681648
200918,0.9894851
200919,0.04750903
200920,0.99953127
200921,0.8961406
200922,0.4387787
200923,0.8364205
200924,0.9872444
200925,0.9998752
200926,0.025714837
200927,0.7198552
200928,0.99968493
200929,0.67964363
200930,0.123003915
200931,0.797235
200932,0.99910766
200933,0.9997955
200934,0.99183613
200935,0.89146745
200936,0.9989243
200937,0.9993773
200938,0.9882895
200939,0.70242417
200940,0.99602664
200941,0.929717
200942,0.99750876
200943,0.7862504
200944,0.99964726
200945,0.8068995
200946,0.87189287
200947,0.8105117
200948,0.009344351
200949,0.2827571
200950,0.9848876
200951,0.9913229
200952,0.27940002
200953,0.99889225
200954,0.9842589
200955,0.4475864
200956,0.99992454
200957,0.9995939
200958,0.899686
200959,0.99833304
200960,0.99959344
200961,0.5700623
200962,0.9345268
200963,0.97306865
200964,0.9781601
200965,0.86668235
200966,0.9969099
200967,0.87437916
200968,0.99911755
200969,0.99772495
200970,0.9995322
200971,0.9996107
200972,0.9989786
200973,0.99863106
200974,0.4387787
200975,0.88354987
200976,0.99781406
200977,0.9995153
200978,0.6192851
200979,0.9873218
200980,0.30044255
200981,0.25521767
200982,0.9938816
200983,0.7862504
200984,0.89703095
200985,0.9996197
200986,0.29282683
200987,0.124381326
200988,0.99874145
200989,0.8707406
200990,0.7580567
200991,0.8452904
200992,0.36095452
200993,0.7513857
200994,0.9996107
200995,0.9559299
200996,0.9997254
200997,0.986173
200998,0.99959344
200999,0.87189287
201000,0.9187652
201001,0.999728
201002,0.9964701
201003,0.03508379
201004,0.9999609
201005,0.9996037
201006,0.9873218
201007,0.57680225
201008,0.99028045
201009,0.86806333
201010,0.899686
201011,0.16529985
201012,0.9224997
201013,0.9979291
201014,0.9918724
201015,0.7822882
201016,0.9791957
201017,0.98405343
201018,0.99186254
201019,0.966004
201020,0.87189287
201021,0.10533425
201022,0.6066667
201023,0.8837849
201024,0.98769534
201025,0.99914753
201026,0.9989085
201027,0.081346236
201028,0.95772624
201029,0.9985096
201030,0.9617874
201031,0.99972755
201032,0.9312454
201033,0.10316192
201034,0.9622657
201035,0.9972588
201036,0.07641566
201037,0.9645604
201038,0.98423404
201039,0.30044255
201040,0.27940002
201041,0.9027159
201042,0.27940002
201043,0.92743766
201044,0.7246555
201045,0.9997688
201046,0.8105117
201047,0.9899956
201048,0.5395068
201049,0.9694764
201050,0.9969099
201051,0.6192851
201052,0.9224997
201053,0.4387787
201054,0.97937036
201055,0.9873218
201056,0.6285263
201057,0.95120066
201058,0.94345963
201059,0.8407734
201060,0.8657641
201061,0.9997391
201062,0.9975873
201063,0.94074255
201064,0.992792
201065,0.9991806
201066,0.9994553
201067,0.99116725
201068,0.89703095
201069,0.024528883
201070,0.94345963
201071,0.9999776
201072,0.9996037
201073,0.11726843
201074,0.8275959
201075,0.23327187
201076,0.7266498
201077,0.8762473
201078,0.27940002
201079,0.9985096
201080,0.99268806
201081,0.9837667
201082,0.9027159
201083,0.9997849
201084,0.9997129
201085,0.99907255
201086,0.9991806
201087,0.10248696
201088,0.99959344
201089,0.6516016
201090,0.9994943
201091,0.85479575
201092,0.997792
201093,0.912885
201094,0.10884404
201095,0.88418555
201096,0.9895538
201097,0.98506606
201098,0.86806333
201099,0.8762473
201100,0.24750352
201101,0.57680225
201102,0.89703095
201103,0.33532438
201104,0.27617854
201105,0.99909973
201106,0.9857281
201107,0.7531794
201108,0.9968696
201109,0.99959975
201110,0.99541026
201111,0.9992568
201112,0.16682985
201113,0.8739222
201114,0.98725396
201115,0.9991806
201116,0.9977011
201117,0.86806333
201118,0.9997068
201119,0.96897405
201120,0.9855606
201121,0.10314453
201122,0.7549805
201123,0.9885279
201124,0.89146745
201125,0.99887115
201126,0.99226284
201127,0.9993942
201128,0.12754293
201129,0.23202968
201130,0.983094
201131,0.57680225
201132,0.9799535
201133,0.99211955
201134,0.82872057
201135,0.94087034
201136,0.9999554
201137,0.9818003
201138,0.9979818
201139,0.97253644
201140,0.99960357
201141,0.98525685
201142,0.61763805
201143,0.99073493
201144,0.25242665
201145,0.8762473
201146,0.9880881
201147,0.9992568
201148,0.89146745
201149,0.89703095
201150,0.99211955
201151,0.28032374
201152,0.3669203
201153,0.89703095
201154,0.97253644
201155,0.99959344
201156,0.6987315
201157,0.9709718
201158,0.5483658
201159,0.9997068
201160,0.88418555
201161,0.9894851
201162,0.13920501
201163,0.983094
201164,0.9940842
201165,0.9991806
201166,0.9996107
201167,0.9996107
201168,0.987543
201169,0.9144084
201170,0.57680225
201171,0.25521767
201172,0.46587384
201173,0.30611914
201174,0.9948266
201175,0.8762473
201176,0.97203785
201177,0.9962017
201178,0.99073493
201179,0.75373274
201180,0.99738425
201181,0.54494977
201182,0.32739115
201183,0.99874145
201184,0.534956
201185,0.974375
201186,0.983094
201187,0.9993656
201188,0.99884987
201189,0.084185496
201190,0.87189287
201191,0.9993611
201192,0.9681627
201193,0.9117642
201194,0.87189287
201195,0.99887115
201196,0.9873218
201197,0.997815
201198,0.9848437
201199,0.9991806
201200,0.8590771
201201,0.8198386
201202,0.8942543
201203,0.99396366
201204,0.92398494
201205,0.99931633
201206,0.9913652
201207,0.9997849
201208,0.5784158
201209,0.29297176
201210,0.8686393
201211,0.9968033
201212,0.983094
201213,0.99905056
201214,0.99887115
201215,0.9999554
201216,0.9995484
201217,0.9905731
201218,0.9994172
201219,0.9996537
201220,0.981604
201221,0.7020808
201222,0.9591004
201223,0.9878176
201224,0.9975834
201225,0.999368
201226,0.9922891
201227,0.9997929
201228,0.23172319
201229,0.91101795
201230,0.999368
201231,0.9974667
201232,0.99689424
201233,0.99851424
201234,0.99725264
201235,0.96722645
201236,0.907747
201237,0.9985096
201238,0.9985096
201239,0.9990675
201240,0.25521767
201241,0.9942479
201242,0.7670763
201243,0.9987017
201244,0.98414665
201245,0.99670297
201246,0.9929241
201247,0.912885
201248,0.99222356
201249,0.37538373
201250,0.87437916
201251,0.7957637
201252,0.987827
201253,0.9823254
201254,0.99939823
201255,0.084185496
201256,0.96992254
201257,0.7862504
201258,0.89703095
201259,0.61675364
201260,0.91796356
201261,0.9676582
201262,0.99950767
201263,0.99621224
201264,0.2929311
201265,0.99945945
201266,0.989604
201267,0.44630942
201268,0.9997569
201269,0.96846795
201270,0.98962796
201271,0.94588506
201272,0.30044255
201273,0.27940002
201274,0.207766
201275,0.8762473
201276,0.99939823
201277,0.927587
201278,0.987827
201279,0.92028123
201280,0.98959714
201281,0.91511184
201282,0.9939466
201283,0.907747
201284,0.18438716
201285,0.9993942
201286,0.87644374
201287,0.33979398
201288,0.8762473
201289,0.5144273
201290,0.7862504
201291,0.03388371
201292,0.22463216
201293,0.9975834
201294,0.98414665
201295,0.9081806
201296,0.9984749
201297,0.99132127
201298,0.6040494
201299,0.9676582
201300,0.9911349
201301,0.99173146
201302,0.9993826
201303,0.9224997
201304,0.9340341
201305,0.987543
201306,0.9873218
201307,0.7786126
201308,0.7786126
201309,0.16682985
201310,0.99250305
201311,0.9906317
201312,0.6752221
201313,0.86806333
201314,0.98317266
201315,0.98131025
201316,0.9994037
201317,0.99723756
201318,0.9985096
201319,0.116885684
201320,0.54494977
201321,0.28032374
201322,0.9872444
201323,0.72784585
201324,0.9279725
201325,0.9984675
201326,0.9991806
201327,0.96938074
201328,0.99203146
201329,0.99879444
201330,0.98520285
201331,0.98555815
201332,0.2886776
201333,0.983661
201334,0.99900466
201335,0.59647375
201336,0.99073493
201337,0.5784158
201338,0.09748995
201339,0.89703095
201340,0.99833304
201341,0.5099582
201342,0.9991806
201343,0.9988681
201344,0.27548444
201345,0.9829947
201346,0.9991806
201347,0.9997068
201348,0.99914753
201349,0.9781601
201350,0.8364205
201351,0.1450719
201352,0.92028123
201353,0.042343494
201354,0.6866557
201355,0.8277228
201356,0.8961406
201357,0.9993611
201358,0.9993942
201359,0.8762473
201360,0.9872444
201361,0.72784585
201362,0.89726657
201363,0.99936026
201364,0.9991806
201365,0.9390338
201366,0.9978194
201367,0.99972755
201368,0.9759109
201369,0.9117642
201370,0.30312443
201371,0.99887854
201372,0.27940002
201373,0.8762473
201374,0.98031956
201375,0.8934155
201376,0.999728
201377,0.99950767
201378,0.99106205
201379,0.24145399
201380,0.987827
201381,0.23212676
201382,0.9991806
201383,0.5618808
201384,0.84653217
201385,0.9873218
201386,0.98439145
201387,0.67964363
201388,0.91875863
201389,0.7020808
201390,0.8246826
201391,0.9605189
201392,0.8961406
201393,0.9997391
201394,0.907747
201395,0.98087883
201396,0.9991836
201397,0.9939466
201398,0.97937036
201399,0.09748995
201400,0.9585567
201401,0.96897405
201402,0.99942636
201403,0.9978022
201404,0.99992454
201405,0.9872444
201406,0.8854594
201407,0.9822923
201408,0.984553
201409,0.999592
201410,0.9998319
201411,0.9254455
201412,0.983094
201413,0.52937675
201414,0.66999257
201415,0.9972178
201416,0.9998022
201417,0.999569
201418,0.89703095
201419,0.9971802
201420,0.61763805
201421,0.7786126
201422,0.7549805
201423,0.62049496
201424,0.22675689
201425,0.99130005
201426,0.65251845
201427,0.051943872
201428,0.5784158
201429,0.7276631
201430,0.8105117
201431,0.9991603
201432,0.99223936
201433,0.9550402
201434,0.87189287
201435,0.9373973
201436,0.91997045
201437,0.9788377
201438,0.8364205
201439,0.98820287
201440,0.99950767
201441,0.99998474
201442,0.87189287
201443,0.30044255
201444,0.9993611
201445,0.99935406
201446,0.983094
201447,0.99959344
201448,0.91875863
201449,0.98583466
201450,0.94745016
201451,0.97337264
201452,0.57680225
201453,0.39944285
201454,0.988867
201455,0.9975956
201456,0.9715846
201457,0.5784158
201458,0.28925347
201459,0.3628174
201460,0.5618808
201461,0.28865838
201462,0.8762473
201463,0.9973701
201464,0.39944285
201465,0.9788377
201466,0.99970263
201467,0.8314327
201468,0.98414665
201469,0.99887115
201470,0.97937036
201471,0.99887115
201472,0.67964363
201473,0.9356923
201474,0.9997068
201475,0.99959344
201476,0.8809303
201477,0.2886776
201478,0.99621165
201479,0.8762473
201480,0.99673516
201481,0.9872299
201482,0.98597205
201483,0.91511184
201484,0.8426322
201485,0.99581367
201486,0.27548444
201487,0.89764017
201488,0.9971259
201489,0.29086095
201490,0.98962796
201491,0.983094
201492,0.9975873
201493,0.82872057
201494,0.5395068
201495,0.7767775
201496,0.99889225
201497,0.9964935
201498,0.99323446
201499,0.99116725
201500,0.9990675
201501,0.9911349
201502,0.6083998
201503,0.9996321
201504,0.99960357
201505,0.99964726
201506,0.27940002
201507,0.9991806
201508,0.9923382
201509,0.99962115
201510,0.97253644
201511,0.9918207
201512,0.99725264
201513,0.9997929
201514,0.9991806
201515,0.9999027
201516,0.9045595
201517,0.850583
201518,0.96738404
201519,0.42824003
201520,0.04750903
201521,0.5784158
201522,0.95453846
201523,0.17918648
201524,0.29086095
201525,0.9991806
201526,0.912885
201527,0.9873218
201528,0.9993826
201529,0.8364205
201530,0.8426322
201531,0.99887115
201532,0.20669006
201533,0.86806333
201534,0.9636901
201535,0.99738425
201536,0.6618134
201537,0.9823254
201538,0.7822882
201539,0.79755956
201540,0.18330035
201541,0.8762473
201542,0.9772799
201543,0.9930442
201544,0.99936634
201545,0.656845
201546,0.32500628
201547,0.9980987
201548,0.9989304
201549,0.8762473
201550,0.9829947
201551,0.9993436
201552,0.99992263
201553,0.99914753
201554,0.9993656
201555,0.9882046
201556,0.9848876
201557,0.9881549
201558,0.9872103
201559,0.9996126
201560,0.97937036
201561,0.8305789
201562,0.98597205
201563,0.36436832
201564,0.8961406
201565,0.9994603
