CaseId,Evaluation
200147,0.99985206
200148,0.04831686
200149,0.999997
200150,0.99927205
200151,0.99987817
200152,0.99971145
200153,0.9952395
200154,0.999014
200155,0.18960251
200156,0.99919087
200157,0.2300432
200158,0.9631155
200159,0.999876
200160,0.9994686
200161,0.99752086
200162,0.9874172
200163,0.25101185
200164,0.31629393
200165,0.99987185
200166,0.9963666
200167,0.99987614
200168,0.99961424
200169,0.98503923
200170,0.9549244
200171,0.05545271
200172,0.92651534
200173,0.99949527
200174,0.99908376
200175,0.9998797
200176,0.9998386
200177,0.9959174
200178,0.99463576
200179,0.9997652
200180,0.9965313
200181,0.9437654
200182,0.99987185
200183,0.8704834
200184,0.79329085
200185,0.8971275
200186,0.922613
200187,0.9106391
200188,0.67235404
200189,0.87373614
200190,0.8853457
200191,0.8971275
200192,0.99975806
200193,0.99987614
200194,0.99991727
200195,0.9996147
200196,0.8161394
200197,0.99919087
200198,0.9986098
200199,0.99988985
200200,0.99721587
200201,0.27786502
200202,0.9292867
200203,0.62090963
200204,0.069220096
200205,0.8735933
200206,0.999882
200207,0.9997161
200208,0.99813724
200209,0.26405397
200210,0.51683193
200211,0.999882
200212,0.98929477
200213,0.6503017
200214,0.7751867
200215,0.5655826
200216,0.66923547
200217,0.9939805
200218,0.8853457
200219,0.9647513
200220,0.76532596
200221,0.8283741
200222,0.999882
200223,0.827567
200224,0.5230034
200225,0.64761245
200226,0.92224693
200227,0.91360444
200228,0.88126403
200229,0.3061507
200230,0.9847898
200231,0.7348117
200232,0.9978119
200233,0.99887174
200234,0.9998466
200235,0.2611315
200236,0.72382325
200237,0.010138452
200238,0.999813
200239,0.9992662
200240,0.98750114
200241,0.27842376
200242,0.7400497
200243,0.13517568
200244,0.8826896
200245,0.02008421
200246,0.85674053
200247,0.11023114
200248,0.9999902
200249,0.9920229
200250,0.9747327
200251,0.99517244
200252,0.99737597
200253,0.99455667
200254,0.98905176
200255,0.28731683
200256,0.7579949
200257,0.79612005
200258,0.97861266
200259,0.18553299
200260,0.09343323
200261,0.9987534
200262,0.79612005
200263,0.827567
200264,0.99975187
200265,0.9974043
200266,0.8735933
200267,0.99986935
200268,0.9985209
200269,0.947968
200270,0.96943104
200271,0.975071
200272,0.9995453
200273,0.9987973
200274,0.9995683
200275,0.9998925
200276,0.9959174
200277,0.87373614
200278,0.26467484
200279,0.9934316
200280,0.83199805
200281,0.9999291
200282,0.9988845
200283,0.32006842
200284,0.9911186
200285,0.66948247
200286,0.9996705
200287,0.99793005
200288,0.9997514
200289,0.6283719
200290,0.99987185
200291,0.30796322
200292,0.8753151
200293,0.9996147
200294,0.99969316
200295,0.99949753
200296,0.9306451
200297,0.99814343
200298,0.9977603
200299,0.99891853
200300,0.9762162
200301,0.99964285
200302,0.92544097
200303,0.99604464
200304,0.27786502
200305,0.9809052
200306,0.999876
200307,0.93997085
200308,0.9167387
200309,0.9990012
200310,0.9964978
200311,0.9970198
200312,0.92434096
200313,0.9997366
200314,0.9513917
200315,0.9926789
200316,0.99986935
200317,0.7359444
200318,0.783815
200319,0.9999291
200320,0.99987614
200321,0.99907684
200322,0.9999441
200323,0.9975846
200324,0.9972683
200325,0.76140624
200326,0.23350471
200327,0.9687562
200328,0.9965893
200329,0.9999441
200330,0.9996145
200331,0.6895548
200332,0.999571
200333,0.92626697
200334,0.8998363
200335,0.2640221
200336,0.9998492
200337,0.44714248
200338,0.9996147
200339,0.99881005
200340,0.9985039
200341,0.5977873
200342,0.9977035
200343,0.783815
200344,0.9988424
200345,0.99482286
200346,0.44936743
200347,0.99664056
200348,0.8735933
200349,0.783815
200350,0.11375481
200351,0.8971275
200352,0.9662191
200353,0.92434096
200354,0.99987507
200355,0.09170678
200356,0.9929363
200357,0.32006842
200358,0.9987534
200359,0.6531818
200360,0.99517244
200361,0.89319503
200362,0.5827539
200363,0.9966223
200364,0.99977547
200365,0.8283741
200366,0.9998184
200367,0.92536134
200368,0.79951197
200369,0.9273969
200370,0.9963666
200371,0.9943786
200372,0.81176835
200373,0.46528417
200374,0.99999547
200375,0.92054075
200376,0.72382325
200377,0.7359444
200378,0.98540545
200379,0.9983759
200380,0.9996147
200381,0.9983216
200382,0.95867294
200383,0.999014
200384,0.9931137
200385,0.9937541
200386,0.99981695
200387,0.99796945
200388,0.98642516
200389,0.8770171
200390,0.3968517
200391,0.9995944
200392,0.99994576
200393,0.9764273
200394,0.12604316
200395,0.98726803
200396,0.84836304
200397,0.9998492
200398,0.27842376
200399,0.9437654
200400,0.998965
200401,0.9995579
200402,0.92536134
200403,0.92536134
200404,0.5769055
200405,0.9999335
200406,0.55885947
200407,0.9932933
200408,0.9996147
200409,0.9513917
200410,0.99482286
200411,0.80736965
200412,0.8283741
200413,0.98452723
200414,0.8335363
200415,0.34705633
200416,0.97433746
200417,0.99892116
200418,0.999905
200419,0.9997161
200420,0.99906844
200421,0.9996138
200422,0.9939805
200423,0.9999709
200424,0.9816073
200425,0.24779186
200426,0.7433206
200427,0.9250668
200428,0.8853457
200429,0.9983759
200430,0.97769254
200431,0.9993895
200432,0.99987936
200433,0.29453132
200434,0.99949396
200435,0.9985678
200436,0.9986172
200437,0.99985206
200438,0.7348117
200439,0.966619
200440,0.9963666
200441,0.47930202
200442,0.10845338
200443,0.96302474
200444,0.9960288
200445,0.56675196
200446,0.99981123
200447,0.64761245
200448,0.030344443
200449,0.99766505
200450,0.6714708
200451,0.58840567
200452,0.999882
200453,0.92054075
200454,0.99264306
200455,0.8989333
200456,0.9998184
200457,0.98768204
200458,0.7348117
200459,0.28538612
200460,0.99517244
200461,0.8283741
200462,0.9996147
200463,0.9292867
200464,0.1228362
200465,0.81423664
200466,0.99796957
200467,0.9920229
200468,0.98542607
200469,0.9999305
200470,0.95985514
200471,0.6434681
200472,0.33699855
200473,0.92536134
200474,0.9969131
200475,0.9939805
200476,0.99537
200477,0.4190127
200478,0.99345267
200479,0.57462543
200480,0.98196423
200481,0.9995944
200482,0.9013421
200483,0.9702598
200484,0.9993895
200485,0.99980205
200486,0.1804461
200487,0.9994178
200488,0.9985184
200489,0.37868574
200490,0.9988367
200491,0.9674364
200492,0.8735933
200493,0.99992466
200494,0.999014
200495,0.9124941
200496,0.9645746
200497,0.5637946
200498,0.9995084
200499,0.99621296
200500,0.4684113
200501,0.9747327
200502,0.8853457
200503,0.8971282
200504,0.99919087
200505,0.99057734
200506,0.99999785
200507,0.9986172
200508,0.62090963
200509,0.9998043
200510,0.9649141
200511,0.999014
200512,0.72382325
200513,0.9848931
200514,0.9563499
200515,0.99981123
200516,0.99887174
200517,0.99981123
200518,0.9824058
200519,0.99981123
200520,0.99981123
200521,0.99981123
200522,0.9683847
200523,0.99981123
200524,0.9939805
200525,0.84771115
200526,0.5167433
200527,0.62554526
200528,0.9301395
200529,0.27842376
200530,0.99992466
200531,0.99949396
200532,0.9042571
200533,0.6503017
200534,0.6283719
200535,0.9998023
200536,0.36546114
200537,0.99887174
200538,0.9995296
200539,0.9191473
200540,0.99928194
200541,0.9998925
200542,0.99888843
200543,0.9999335
200544,0.98726803
200545,0.39699185
200546,0.79612005
200547,0.9981616
200548,0.9937541
200549,0.9977603
200550,0.99463576
200551,0.0770749
200552,0.9260359
200553,0.99568874
200554,0.9163239
200555,0.8735933
200556,0.6520051
200557,0.4070239
200558,0.99987614
200559,0.9982665
200560,0.92626697
200561,0.99987984
200562,0.99919087
200563,0.9939805
200564,0.35609898
200565,0.92536134
200566,0.99975437
200567,0.9998043
200568,0.8735933
200569,0.32006842
200570,0.9549606
200571,0.99347705
200572,0.9964162
200573,0.9975068
200574,0.9406735
200575,0.9976629
200576,0.9983576
200577,0.96116036
200578,0.9758651
200579,0.80736965
200580,0.8888282
200581,0.9929363
200582,0.81423664
200583,0.9661506
200584,0.7722212
200585,0.99981695
200586,0.84524333
200587,0.99969316
200588,0.99986935
200589,0.9940653
200590,0.17641643
200591,0.41362163
200592,0.25976557
200593,0.95867294
200594,0.9971219
200595,0.62090963
200596,0.6807428
200597,0.99908376
200598,0.98929477
200599,0.9998896
200600,0.8283741
200601,0.999905
200602,0.5769151
200603,0.7003054
200604,0.97256166
200605,0.9991947
200606,0.999265
200607,0.99995756
200608,0.966619
200609,0.8283741
200610,0.9982748
200611,0.9437654
200612,0.64761245
200613,0.9645746
200614,0.98460984
200615,0.9999622
200616,0.33699855
200617,0.9966223
200618,0.9996031
200619,0.99986935
200620,0.73606426
200621,0.9987973
200622,0.9999305
200623,0.998735
200624,0.9848931
200625,0.85465604
200626,0.9829268
200627,0.8735933
200628,0.9873633
200629,0.99621296
200630,0.9964179
200631,0.64289135
200632,0.9987318
200633,0.97671527
200634,0.9827853
200635,0.67235404
200636,0.6714708
200637,0.9996617
200638,0.99987817
200639,0.9983708
200640,0.9640466
200641,0.96887267
200642,0.29453132
200643,0.7506465
200644,0.9795576
200645,0.97829026
200646,0.9979236
200647,0.96116036
200648,0.999424
200649,0.07969633
200650,0.9999441
200651,0.99966645
200652,0.99316025
200653,0.978562
200654,0.8853457
200655,0.9996147
200656,0.9999988
200657,0.99463576
200658,0.92626697
200659,0.9848188
200660,0.9952395
200661,0.9989925
200662,0.3482716
200663,0.9971921
200664,0.2611315
200665,0.28981942
200666,0.9952301
200667,0.8283741
200668,0.9645746
200669,0.9447476
200670,0.9985556
200671,0.9250668
200672,0.9986098
200673,0.62090963
200674,0.99784803
200675,0.8735933
200676,0.99961424
200677,0.8853457
200678,0.999892
200679,0.9947127
200680,0.80979383
200681,0.92536134
200682,0.9106391
200683,0.9990362
200684,0.9977603
200685,0.23638177
200686,0.8853457
200687,0.99419856
200688,0.9994603
200689,0.9965767
200690,0.9974585
200691,0.9918989
200692,0.28981942
200693,0.8826896
200694,0.64466906
200695,0.9892809
200696,0.9998184
200697,0.122573696
200698,0.9999043
200699,0.9974336
200700,0.8853457
200701,0.5690105
200702,0.9997161
200703,0.022008408
200704,0.99923134
200705,0.99774915
200706,0.9918989
200707,0.99807006
200708,0.79612005
200709,0.999882
200710,0.9979493
200711,0.99719113
200712,0.7348117
200713,0.99729747
200714,0.578407
200715,0.98908234
200716,0.82842314
200717,0.80736965
200718,0.99985635
200719,0.113638796
200720,0.99570197
200721,0.99380165
200722,0.99264306
200723,0.99264306
200724,0.99921095
200725,0.98642516
200726,0.93267703
200727,0.99961025
200728,0.9929363
200729,0.99961025
200730,0.67728883
200731,0.9999988
200732,0.9896576
200733,0.67728883
200734,0.9848188
200735,0.9985209
200736,0.09255291
200737,0.9518235
200738,0.9998492
200739,0.07619579
200740,0.7348117
200741,0.11023114
200742,0.9993711
200743,0.99903214
200744,0.9999709
200745,0.22323067
200746,0.9978951
200747,0.9962113
200748,0.52176946
200749,0.9865795
200750,0.9933804
200751,0.9042571
200752,0.37170675
200753,0.99517244
200754,0.8853457
200755,0.99463576
200756,0.9996147
200757,0.38572335
200758,0.99684334
200759,0.9997242
200760,0.99986935
200761,0.9986117
200762,0.46528417
200763,0.9873633
200764,0.998965
200765,0.9982461
200766,0.9970381
200767,0.9578912
200768,0.9608233
200769,0.99992716
200770,0.99887806
200771,0.99724966
200772,0.86105067
200773,0.18869103
200774,0.9853618
200775,0.9848931
200776,0.9994671
200777,0.9989931
200778,0.99892116
200779,0.9996147
200780,0.9985556
200781,0.991076
200782,0.7728725
200783,0.9991001
200784,0.9989496
200785,0.999845
200786,0.99988294
200787,0.9974273
200788,0.9918548
200789,0.99989414
200790,0.9991284
200791,0.8283741
200792,0.25101185
200793,0.9975068
200794,0.9695309
200795,0.9911375
200796,0.6115758
200797,0.99197525
200798,0.9997116
200799,0.99958926
200800,0.99786264
200801,0.9975068
200802,0.9699425
200803,0.9962135
200804,0.8971275
200805,0.9996063
200806,0.99882215
200807,0.8853457
200808,0.7333212
200809,0.98860896
200810,0.9996147
200811,0.9764529
200812,0.9991829
200813,0.9966223
200814,0.9096731
200815,0.9886982
200816,0.98929477
200817,0.9966223
200818,0.9969131
200819,0.99986935
200820,0.9966223
200821,0.99981123
200822,0.9939805
200823,0.057662565
200824,0.8283741
200825,0.978562
200826,0.99812156
200827,0.9992662
200828,0.99666744
200829,0.99962974
200830,0.18822947
200831,0.99734277
200832,0.8853457
200833,0.98446876
200834,0.827567
200835,0.9994686
200836,0.99860424
200837,0.9999335
200838,0.98340446
200839,0.22255515
200840,0.96083593
200841,0.99961424
200842,0.9990012
200843,0.99887806
200844,0.999882
200845,0.81423664
200846,0.978226
200847,0.44009942
200848,0.74091476
200849,0.92536134
200850,0.99864095
200851,0.9926172
200852,0.9996705
200853,0.99949396
200854,0.999876
200855,0.9402462
200856,0.99867
200857,0.22115368
200858,0.78306156
200859,0.8971275
200860,0.0639277
200861,0.99455667
200862,0.99994576
200863,0.92054075
200864,0.2611315
200865,0.30796322
200866,0.9964978
200867,0.99345267
200868,0.9042571
200869,0.9795576
200870,0.60318184
200871,0.9953101
200872,0.8310153
200873,0.9918989
200874,0.61329323
200875,0.27786502
200876,0.99987614
200877,0.0631506
200878,0.99970347
200879,0.76140624
200880,0.9999335
200881,0.99139833
200882,0.97671527
200883,0.9997242
200884,0.9990753
200885,0.99224573
200886,0.9785857
200887,0.9402462
200888,0.9917944
200889,0.99570197
200890,0.9997161
200891,0.88343745
200892,0.9995296
200893,0.79612005
200894,0.15064429
200895,0.9954717
200896,0.87373614
200897,0.9974336
200898,0.9449241
200899,0.9848931
200900,0.973361
200901,0.9982426
200902,0.9963666
200903,0.99998236
200904,0.8853457
200905,0.9996147
200906,0.9939805
200907,0.8853457
200908,0.9966223
200909,0.95982826
200910,0.9996147
200911,0.99617165
200912,0.9996147
200913,0.9327462
200914,0.91627526
200915,0.99913895
200916,0.999882
200917,0.012499213
200918,0.9982461
200919,0.022463853
200920,0.9998023
200921,0.92536134
200922,0.27786502
200923,0.8283741
200924,0.9987534
200925,0.9999813
200926,0.0024696235
200927,0.72382325
200928,0.9998492
200929,0.66238153
200930,0.13119204
200931,0.84836304
200932,0.99867
200933,0.9999672
200934,0.9982262
200935,0.92626697
200936,0.9996537
200937,0.9996705
200938,0.9947127
200939,0.57378256
200940,0.99369735
200941,0.9301395
200942,0.9989594
200943,0.8335363
200944,0.9998184
200945,0.99724543
200946,0.8735933
200947,0.86105067
200948,0.010341906
200949,0.31629393
200950,0.99455667
200951,0.99813724
200952,0.27842376
200953,0.9990711
200954,0.9982974
200955,0.34744862
200956,0.999997
200957,0.99979013
200958,0.89905053
200959,0.99949527
200960,0.999876
200961,0.4489282
200962,0.98196423
200963,0.9941573
200964,0.9989987
200965,0.9008109
200966,0.9995296
200967,0.8971275
200968,0.99967384
200969,0.9996145
200970,0.999905
200971,0.9999441
200972,0.9997203
200973,0.9993691
200974,0.27786502
200975,0.97829026
200976,0.9995197
200977,0.9998896
200978,0.7010942
200979,0.99463576
200980,0.2611315
200981,0.33057687
200982,0.9984518
200983,0.8335363
200984,0.9042571
200985,0.99880135
200986,0.48034862
200987,0.1155802
200988,0.9994686
200989,0.8259601
200990,0.9646257
200991,0.94586533
200992,0.5953515
200993,0.8139816
200994,0.9999441
200995,0.9925841
200996,0.9998043
200997,0.99570197
200998,0.999876
200999,0.8735933
201000,0.99221474
201001,0.99989414
201002,0.9988638
201003,0.013606249
201004,0.9999951
201005,0.99951375
201006,0.99463576
201007,0.67235404
201008,0.9991947
201009,0.87373614
201010,0.89905053
201011,0.13393408
201012,0.9402462
201013,0.9999646
201014,0.99428093
201015,0.80199087
201016,0.99503905
201017,0.95056295
201018,0.99839514
201019,0.99534756
201020,0.8735933
201021,0.09255291
201022,0.6494642
201023,0.9250668
201024,0.9940653
201025,0.9975846
201026,0.99939835
201027,0.07403359
201028,0.9865795
201029,0.9966223
201030,0.9947029
201031,0.9994671
201032,0.9134467
201033,0.060652178
201034,0.97922486
201035,0.9975395
201036,0.0590259
201037,0.99752694
201038,0.9959455
201039,0.2611315
201040,0.27842376
201041,0.9437654
201042,0.27842376
201043,0.95746875
201044,0.8827157
201045,0.99985206
201046,0.86105067
201047,0.99768305
201048,0.60147715
201049,0.9645746
201050,0.9995296
201051,0.7010942
201052,0.9402462
201053,0.27786502
201054,0.99264306
201055,0.99463576
201056,0.6235023
201057,0.9896265
201058,0.9848188
201059,0.97724915
201060,0.8855428
201061,0.99987817
201062,0.9993895
201063,0.9895912
201064,0.9695309
201065,0.9996147
201066,0.99970347
201067,0.9983759
201068,0.9042571
201069,0.012940696
201070,0.9848188
201071,0.9999902
201072,0.99951375
201073,0.23194407
201074,0.84328187
201075,0.28981942
201076,0.8232232
201077,0.8853457
201078,0.27842376
201079,0.9966223
201080,0.99819595
201081,0.997825
201082,0.9437654
201083,0.99980205
201084,0.99906677
201085,0.9994178
201086,0.9996147
201087,0.20795853
201088,0.999876
201089,0.5977873
201090,0.9998318
201091,0.8312722
201092,0.99975187
201093,0.96302474
201094,0.07952599
201095,0.8765431
201096,0.99666744
201097,0.9944959
201098,0.87373614
201099,0.8853457
201100,0.2292263
201101,0.67235404
201102,0.9042571
201103,0.43710548
201104,0.19239697
201105,0.9997681
201106,0.9970999
201107,0.89319503
201108,0.9979925
201109,0.9997533
201110,0.99729437
201111,0.999882
201112,0.19976877
201113,0.9312038
201114,0.9954035
201115,0.9996147
201116,0.9997366
201117,0.87373614
201118,0.99986935
201119,0.9848931
201120,0.98541
201121,0.1804461
201122,0.80736965
201123,0.99705064
201124,0.92626697
201125,0.9975068
201126,0.99724966
201127,0.99975437
201128,0.10845338
201129,0.42026848
201130,0.9939805
201131,0.67235404
201132,0.99360013
201133,0.99882215
201134,0.8826896
201135,0.9785857
201136,0.9999409
201137,0.97297037
201138,0.9980672
201139,0.98929477
201140,0.99972695
201141,0.99473804
201142,0.6613979
201143,0.9977603
201144,0.4204272
201145,0.8853457
201146,0.9950701
201147,0.999882
201148,0.92626697
201149,0.9042571
201150,0.99882215
201151,0.32006842
201152,0.5478819
201153,0.9042571
201154,0.98929477
201155,0.999876
201156,0.79951197
201157,0.92053264
201158,0.58840567
201159,0.99986935
201160,0.8765431
201161,0.9982461
201162,0.4448056
201163,0.9939805
201164,0.9865855
201165,0.9996147
201166,0.9999441
201167,0.9999441
201168,0.9962135
201169,0.9626362
201170,0.67235404
201171,0.33057687
201172,0.18530752
201173,0.26405397
201174,0.99592054
201175,0.8853457
201176,0.9810555
201177,0.9982779
201178,0.9977603
201179,0.8829739
201180,0.9986117
201181,0.62819016
201182,0.3620203
201183,0.9994686
201184,0.40138936
201185,0.9852189
201186,0.9939805
201187,0.99908376
201188,0.9991284
201189,0.11023114
201190,0.8735933
201191,0.99977547
201192,0.9863581
201193,0.9462237
201194,0.8735933
201195,0.9975068
201196,0.99463576
201197,0.99902046
201198,0.98165995
201199,0.9996147
201200,0.6561486
201201,0.9796988
201202,0.82126373
201203,0.9922316
201204,0.9292867
201205,0.99971145
201206,0.98549545
201207,0.99980205
201208,0.62090963
201209,0.37902784
201210,0.83981854
201211,0.99958926
201212,0.9939805
201213,0.99987984
201214,0.9975068
201215,0.9999409
201216,0.99988556
201217,0.9970198
201218,0.99994147
201219,0.99987185
201220,0.99169546
201221,0.76140624
201222,0.9888993
201223,0.9963666
201224,0.999424
201225,0.9997161
201226,0.9987973
201227,0.9999174
201228,0.26267433
201229,0.99129194
201230,0.9997161
201231,0.99848276
201232,0.9997398
201233,0.999468
201234,0.99991727
201235,0.97137356
201236,0.92054075
201237,0.9966223
201238,0.9966223
201239,0.99961025
201240,0.33057687
201241,0.9995339
201242,0.88763434
201243,0.9997528
201244,0.99482286
201245,0.999014
201246,0.9930884
201247,0.96302474
201248,0.9998282
201249,0.25877878
201250,0.8971275
201251,0.8942518
201252,0.9937541
201253,0.97920406
201254,0.9997242
201255,0.11023114
201256,0.98280126
201257,0.8335363
201258,0.9042571
201259,0.8702824
201260,0.9751772
201261,0.96317124
201262,0.9997652
201263,0.9975183
201264,0.12387744
201265,0.99987614
201266,0.9957165
201267,0.56701845
201268,0.9982882
201269,0.9932019
201270,0.9969131
201271,0.8217956
201272,0.2611315
201273,0.27842376
201274,0.11067051
201275,0.8853457
201276,0.9997242
201277,0.9755373
201278,0.9937541
201279,0.9273969
201280,0.9933804
201281,0.92434096
201282,0.9974585
201283,0.92054075
201284,0.3597772
201285,0.99975437
201286,0.9260359
201287,0.22478321
201288,0.8853457
201289,0.57462543
201290,0.8335363
201291,0.024532555
201292,0.21217953
201293,0.999424
201294,0.99482286
201295,0.98660684
201296,0.9997116
201297,0.98703915
201298,0.6728781
201299,0.96317124
201300,0.9956201
201301,0.99913895
201302,0.99969316
201303,0.9402462
201304,0.96546924
201305,0.9962135
201306,0.99463576
201307,0.7348117
201308,0.7348117
201309,0.19976877
201310,0.9978119
201311,0.99865544
201312,0.76532596
201313,0.87373614
201314,0.9957353
201315,0.98888004
201316,0.99949753
201317,0.9993623
201318,0.9966223
201319,0.07040656
201320,0.62819016
201321,0.32006842
201322,0.9987534
201323,0.6115758
201324,0.96504164
201325,0.9993605
201326,0.9996147
201327,0.9509066
201328,0.9978555
201329,0.9999485
201330,0.9834362
201331,0.9939174
201332,0.34734884
201333,0.99397075
201334,0.9998697
201335,0.6520051
201336,0.9977603
201337,0.62090963
201338,0.10144309
201339,0.9042571
201340,0.99949527
201341,0.98886967
201342,0.9996147
201343,0.99850404
201344,0.25101185
201345,0.9879946
201346,0.9996147
201347,0.99986935
201348,0.9975846
201349,0.9989987
201350,0.8283741
201351,0.20147309
201352,0.9273969
201353,0.8359047
201354,0.7433206
201355,0.87121964
201356,0.92536134
201357,0.99977547
201358,0.99975437
201359,0.8853457
201360,0.9987534
201361,0.6115758
201362,0.91607213
201363,0.9996319
201364,0.9996147
201365,0.99005413
201366,0.9971222
201367,0.9994671
201368,0.98743457
201369,0.9462237
201370,0.30796322
201371,0.9974336
201372,0.27842376
201373,0.8853457
201374,0.9964122
201375,0.8998363
201376,0.99989414
201377,0.9997652
201378,0.99705935
201379,0.3061507
201380,0.9937541
201381,0.34470868
201382,0.9996147
201383,0.66948247
201384,0.7568093
201385,0.99463576
201386,0.9635663
201387,0.66238153
201388,0.9578278
201389,0.76140624
201390,0.7552102
201391,0.9917944
201392,0.92536134
201393,0.99987817
201394,0.92054075
201395,0.97839373
201396,0.99998105
201397,0.9974585
201398,0.99264306
201399,0.10144309
201400,0.9898352
201401,0.9848931
201402,0.99992466
201403,0.9996227
201404,0.999997
201405,0.9987534
201406,0.54663175
201407,0.97260845
201408,0.99235827
201409,0.9999335
201410,0.9999709
201411,0.9644128
201412,0.9939805
201413,0.36662406
201414,0.7052906
201415,0.9991829
201416,0.9998159
201417,0.99998605
201418,0.9042571
201419,0.9989931
201420,0.6613979
201421,0.7348117
201422,0.80736965
201423,0.67728883
201424,0.27478987
201425,0.9873633
201426,0.7683249
201427,0.027172295
201428,0.62090963
201429,0.8271438
201430,0.86105067
201431,0.998857
201432,0.9968712
201433,0.9919328
201434,0.8735933
201435,0.95867294
201436,0.9415536
201437,0.9929363
201438,0.8283741
201439,0.9952395
201440,0.9997652
201441,0.99999154
201442,0.8735933
201443,0.2611315
201444,0.99977547
201445,0.99973387
201446,0.9939805
201447,0.999876
201448,0.9578278
201449,0.9976058
201450,0.99004817
201451,0.9933848
201452,0.67235404
201453,0.5690105
201454,0.99887806
201455,0.99907684
201456,0.9914654
201457,0.62090963
201458,0.48714733
201459,0.7686331
201460,0.66948247
201461,0.37170675
201462,0.8853457
201463,0.9989496
201464,0.5690105
201465,0.9929363
201466,0.99988294
201467,0.7823028
201468,0.99482286
201469,0.9975068
201470,0.99264306
201471,0.9975068
201472,0.66238153
201473,0.978562
201474,0.99986935
201475,0.999876
201476,0.88984895
201477,0.34734884
201478,0.9960103
201479,0.8853457
201480,0.99961424
201481,0.9953583
201482,0.99517244
201483,0.92434096
201484,0.7728725
201485,0.9998832
201486,0.25101185
201487,0.9096731
201488,0.9992586
201489,0.29453132
201490,0.9969131
201491,0.9939805
201492,0.9993895
201493,0.8826896
201494,0.60147715
201495,0.783815
201496,0.9990711
201497,0.9979493
201498,0.99921095
201499,0.9983759
201500,0.99961025
201501,0.9956201
201502,0.6621309
201503,0.99919087
201504,0.99972695
201505,0.9998184
201506,0.27842376
201507,0.9996147
201508,0.99873227
201509,0.99992716
201510,0.98929477
201511,0.9991062
201512,0.99991727
201513,0.9999174
201514,0.9996147
201515,0.99994576
201516,0.9106391
201517,0.92544097
201518,0.89759684
201519,0.5925671
201520,0.022463853
201521,0.62090963
201522,0.9688101
201523,0.11770429
201524,0.29453132
201525,0.9996147
201526,0.96302474
201527,0.99463576
201528,0.99969316
201529,0.8283741
201530,0.7728725
201531,0.9975068
201532,0.22378752
201533,0.87373614
201534,0.9724973
201535,0.9986117
201536,0.79329085
201537,0.97920406
201538,0.80199087
201539,0.48911747
201540,0.12521942
201541,0.8853457
201542,0.99728
201543,0.9928014
201544,0.9996063
201545,0.8220968
201546,0.3160532
201547,0.99986386
201548,0.9988471
201549,0.8853457
201550,0.9879946
201551,0.999845
201552,0.9999746
201553,0.9975846
201554,0.99908376
201555,0.9970795
201556,0.99455667
201557,0.9872111
201558,0.98498523
201559,0.9999373
201560,0.99264306
201561,0.8473937
